,name1,name2,Site
1008,oral gut Faecalibacterium sp. CAG:74,gut Faecalibacterium sp. CAG:74,Gut
1009,oral gut Faecalicoccus pleomorphus,gut Faecalicoccus pleomorphus,Gut
1011,oral gut Firmicutes bacterium CAG:124,gut Firmicutes bacterium CAG:124,Gut
1012,oral gut Firmicutes bacterium CAG:176,gut Firmicutes bacterium CAG:176,Gut
1013,oral gut Firmicutes bacterium CAG:238,gut Firmicutes bacterium CAG:238,Gut
1014,oral gut Mediterranea massiliensis ,gut Mediterranea massiliensis ,Gut
1016,oral gut Methanobrevibacter smithii 1,gut Methanobrevibacter smithii 1,Gut
1018,oral gut Olsenella sp. Marseille-P2300,gut Olsenella sp. Marseille-P2300,Gut
1020,oral gut Phascolarctobacterium sp. CAG:266,gut Phascolarctobacterium sp. CAG:266,Gut
1021,oral gut Prevotella sp. CAG:1320,gut Prevotella sp. CAG:1320,Gut
1022,oral gut Prevotella sp. CAG:924,gut Prevotella sp. CAG:924,Gut
1024,oral gut Succinatimonas hippei,gut Succinatimonas hippei,Gut
1026,oral gut unclassified Cloacibacillus,gut unclassified Cloacibacillus,Gut
1030,oral gut unclassified Oscillibacter,gut unclassified Oscillibacter,Gut
1032,oral gut unclassified Ruminiclostridium,gut unclassified Ruminiclostridium,Gut
1033,oral gut unclassified Sutterella,gut unclassified Sutterella,Gut
1043,oral oral Bifidobacterium animalis,oral Bifidobacterium animalis,Gut
1045,oral oral Dialister micraerophilus,oral Dialister micraerophilus,Gut
1066,oral oral unclassified Corynebacterium,oral unclassified Corynebacterium,Gut
1070,oral gut Acetobacter sp. 46_36 & CAG:267,gut Acetobacter sp. 46_36 & CAG:267,Gut
1071,oral gut Azospirillum sp. 51_20,gut Azospirillum sp. 51_20,Gut
1073,oral gut Clostridium sp. 28_17 & CAG:470,gut Clostridium sp. 28_17 & CAG:470,Gut
1076,oral gut Clostridium sp. CAG:389,gut Clostridium sp. CAG:389,Gut
1078,oral gut Eubacterium sp. CAG:115,gut Eubacterium sp. CAG:115,Gut
1079,oral gut Eubacterium sp. CAG:156,gut Eubacterium sp. CAG:156,Gut
1083,oral gut Roseburia sp. CAG:100,gut Roseburia sp. CAG:100,Gut
1084,oral gut Roseburia sp. CAG:197,gut Roseburia sp. CAG:197,Gut
1086,oral gut Ruminococcus lactaris,gut Ruminococcus lactaris,Gut
1089,oral gut unclassified Eubacterium,gut unclassified Eubacterium,Gut
1103,oral oral Kingella oralis,oral Kingella oralis,Gut
1130,oral gut Bacteroides uniformis,gut Bacteroides uniformis,Gut
1131,oral gut Bifidobacterium dentium,gut Bifidobacterium dentium,Gut
1135,oral gut Clostridium scindens 1,gut Clostridium scindens 1,Gut
1143,oral gut Firmicutes bacterium CAG:176_63_11,gut Firmicutes bacterium CAG:176_63_11,Gut
1174,oral oral Prevotella oulorum,oral Prevotella oulorum,Gut
1175,oral oral Prevotella scopos,oral Prevotella scopos,Gut
1198,oral gut Eubacterium sp. CAG:38,gut Eubacterium sp. CAG:38,Gut
1203,oral gut unclassified Faecalibacterium,gut unclassified Faecalibacterium,Gut
1221,oral oral Selenomonas flueggei,oral Selenomonas flueggei,Gut
1229,oral gut Ruthenibacterium lactatiformans,gut Ruthenibacterium lactatiformans,Gut
1257,oral oral Staphylococcus pasteuri 2,oral Staphylococcus pasteuri 2,Gut
1290,oral oral Gemella haemolysans,oral Gemella haemolysans,Gut
1304,oral oral unclassified Kingella,oral unclassified Kingella,Gut
1307,oral oral unclassified Staphylococcus,oral unclassified Staphylococcus,Gut
1311,oral gut Bacteroides salyersiae,gut Bacteroides salyersiae,Gut
1312,oral gut Christensenella minuta,gut Christensenella minuta,Gut
1314,oral gut Clostridia bacterium UC5.1-2E3,gut Clostridia bacterium UC5.1-2E3,Gut
1318,oral gut Lactobacillus delbrueckii,gut Lactobacillus delbrueckii,Gut
1319,oral gut Lactobacillus johnsonii,gut Lactobacillus johnsonii,Gut
1322,oral gut Parabacteroides johnsonii,gut Parabacteroides johnsonii,Gut
1323,oral gut Streptococcus thermophilus,gut Streptococcus thermophilus,Gut
1333,oral oral Sanguibacter keddieii,oral Sanguibacter keddieii,Gut
1340,oral gut Bacteroides massiliensis,gut Bacteroides massiliensis,Gut
1341,oral gut Bacteroides xylanisolvens,gut Bacteroides xylanisolvens,Gut
1346,oral gut Parabacteroides merdae,gut Parabacteroides merdae,Gut
1347,oral gut Prevotella sp. 885,gut Prevotella sp. 885,Gut
1349,oral gut Succinatimonas sp. CAG:777,gut Succinatimonas sp. CAG:777,Gut
1351,oral gut unclassified Libanicoccus,gut unclassified Libanicoccus,Gut
1358,oral oral Homo sapiens,oral Homo sapiens,Gut
1361,oral oral Leptotrichia wadei,oral Leptotrichia wadei,Gut
1376,oral oral Streptococcus salivarius,oral Streptococcus salivarius,Gut
1385,oral gut Bifidobacterium catenulatum,gut Bifidobacterium catenulatum,Gut
1386,oral gut Collinsella bouchesdurhonensis,gut Collinsella bouchesdurhonensis,Gut
1387,oral gut Coprobacter secundus == Gabonia massiliensis,gut Coprobacter secundus == Gabonia massiliensis,Gut
1397,oral oral Campylobacter curvus,oral Campylobacter curvus,Gut
1410,oral oral Selenomonas massiliensis,oral Selenomonas massiliensis,Gut
1421,oral gut Adlercreutzia equolifaciens,gut Adlercreutzia equolifaciens,Gut
1428,oral gut Enterobacter xiangfangensis,gut Enterobacter xiangfangensis,Gut
1446,oral oral Mycoplasma salivarium,oral Mycoplasma salivarium,Gut
1496,oral gut Akkermansia muciniphila,gut Akkermansia muciniphila,Gut
1499,oral gut Bacteroides nordii,gut Bacteroides nordii,Gut
1510,oral gut Phascolarctobacterium sp. CAG:207,gut Phascolarctobacterium sp. CAG:207,Gut
1511,oral gut Ruminococcus bromii 2,gut Ruminococcus bromii 2,Gut
1523,oral oral Capnocytophaga ochracea,oral Capnocytophaga ochracea,Gut
1526,oral oral Fusobacterium nucleatum subsp. polymorphum,oral Fusobacterium nucleatum subsp. polymorphum,Gut
1533,oral oral Streptococcus oralis,oral Streptococcus oralis,Gut
1535,oral oral [Eubacterium] minutum,oral [Eubacterium] minutum,Gut
1541,oral gut Veillonella sp. oral taxon 158,gut Veillonella sp. oral taxon 158,Gut
1547,oral oral Bifidobacterium scardovii,oral Bifidobacterium scardovii,Gut
1564,oral oral Streptococcus vestibularis,oral Streptococcus vestibularis,Gut
1571,oral gut Bacteroides coprocola,gut Bacteroides coprocola,Gut
1576,oral gut Clostridium celatum,gut Clostridium celatum,Gut
1577,oral gut Clostridium sp. 28_12 & CAG:356,gut Clostridium sp. 28_12 & CAG:356,Gut
1580,oral gut Clostridium sp. CAG:302,gut Clostridium sp. CAG:302,Gut
1583,oral gut Dakarella massiliensis,gut Dakarella massiliensis,Gut
1584,oral gut Dielma fastidiosa,gut Dielma fastidiosa,Gut
1592,oral gut Lactobacillus casei == paracasei,gut Lactobacillus casei == paracasei,Gut
1595,oral gut Lactobacillus oris,gut Lactobacillus oris,Gut
1599,oral gut Methanosphaera stadtmanae,gut Methanosphaera stadtmanae,Gut
1600,oral gut Negativibacillus massiliensis,gut Negativibacillus massiliensis,Gut
1601,oral gut Oscillibacter sp. CAG:155,gut Oscillibacter sp. CAG:155,Gut
1608,oral gut Streptococcus oralis,gut Streptococcus oralis,Gut
1609,oral gut unclassified Erysipelotrichaceae,gut unclassified Erysipelotrichaceae,Gut
1610,oral gut unclassified Prevotellaceae,gut unclassified Prevotellaceae,Gut
1611,oral gut unclassified Roseburia,gut unclassified Roseburia,Gut
1618,oral oral Campylobacter concisus 3,oral Campylobacter concisus 3,Gut
1629,oral oral Jonquetella anthropi,oral Jonquetella anthropi,Gut
1645,oral oral Streptococcus sinensis,oral Streptococcus sinensis,Gut
1652,oral oral unclassified Bacteroidetes,oral unclassified Bacteroidetes,Gut
1664,oral gut Clostridium sp. 27_14,gut Clostridium sp. 27_14,Gut
1669,oral gut Eggerthella lenta,gut Eggerthella lenta,Gut
1670,oral gut Eubacterium ventriosum,gut Eubacterium ventriosum,Gut
1672,oral gut Faecalibacterium sp. CAG:82,gut Faecalibacterium sp. CAG:82,Gut
1679,oral gut unclassified Gemmiger,gut unclassified Gemmiger,Gut
1742,oral oral Atopobium sp. oral taxon 810,oral Atopobium sp. oral taxon 810,Gut
1744,oral oral Bifidobacterium breve,oral Bifidobacterium breve,Gut
1746,oral oral Gardnerella vaginalis,oral Gardnerella vaginalis,Gut
1748,oral oral Peptoanaerobacter stomatis,oral Peptoanaerobacter stomatis,Gut
1753,oral oral Selenomonas infelix,oral Selenomonas infelix,Gut
1760,oral gut Acinetobacter sp. N54.MGS-139 / Proteobacteria bacterium CAG:139,gut Acinetobacter sp. N54.MGS-139 / Proteobacteria bacterium CAG:139,Gut
1763,oral gut Azospirillum sp. CAG:239,gut Azospirillum sp. CAG:239,Gut
1766,oral gut Clostridium sp. AT4,gut Clostridium sp. AT4,Gut
1767,oral gut Clostridium sp. CAG:299,gut Clostridium sp. CAG:299,Gut
1769,oral gut Collinsella intestinalis,gut Collinsella intestinalis,Gut
1770,oral gut Coprobacter fastidiosus,gut Coprobacter fastidiosus,Gut
1771,oral gut Eubacterium dolichum,gut Eubacterium dolichum,Gut
1773,oral gut Eubacterium sp. CAG:274,gut Eubacterium sp. CAG:274,Gut
1777,oral gut unclassified Actinobacteria,gut unclassified Actinobacteria,Gut
1811,oral oral unclassified Alloprevotella,oral unclassified Alloprevotella,Gut
1820,oral gut Barnesiella intestinihominis,gut Barnesiella intestinihominis,Gut
1822,oral gut Collinsella aerofaciens,gut Collinsella aerofaciens,Gut
1823,oral gut Dialister sp. CAG:357,gut Dialister sp. CAG:357,Gut
1826,oral gut Eggerthella sp. 51_9 & CAG:209,gut Eggerthella sp. 51_9 & CAG:209,Gut
1827,oral gut Eubacterium sp. CAG:180,gut Eubacterium sp. CAG:180,Gut
1848,oral oral Gardnerella vaginalis 4,oral Gardnerella vaginalis 4,Gut
1913,oral oral Porphyromonas uenonis,oral Porphyromonas uenonis,Gut
1918,oral oral Prevotella oralis,oral Prevotella oralis,Gut
1925,oral oral Solobacterium moorei,oral Solobacterium moorei,Gut
1946,oral gut Clostridium sp. 29_15 & CAG:265,gut Clostridium sp. 29_15 & CAG:265,Gut
1951,oral gut bacterium OL-1,gut bacterium OL-1,Gut
1952,oral gut unclassified Clostridia,gut unclassified Clostridia,Gut
1953,oral oral Anaerolineaceae bacterium oral taxon 439 W11661 / Chloroflexi bacterium oral taxon 439,oral Anaerolineaceae bacterium oral taxon 439 W11661 / Chloroflexi bacterium oral taxon 439,Gut
1959,oral oral Staphylococcus aureus,oral Staphylococcus aureus,Gut
1962,oral oral unclassified Anaerolineaceae,oral unclassified Anaerolineaceae,Gut
1963,oral oral unclassified Catonella,oral unclassified Catonella,Gut
1980,oral oral Lactobacillus vaginalis,oral Lactobacillus vaginalis,Gut
1989,oral oral Prevotella nigrescens,oral Prevotella nigrescens,Gut
2015,oral gut Ruminococcus sp. 37_24 & sp. 2789STDY5834934,gut Ruminococcus sp. 37_24 & sp. 2789STDY5834934,Gut
2059,oral gut Bacteroides caccae,gut Bacteroides caccae,Gut
2127,oral gut Alistipes obesi,gut Alistipes obesi,Gut
2166,oral gut Clostridium sp. CAG:411,gut Clostridium sp. CAG:411,Gut
2167,oral gut Clostridium sp. CAG:440,gut Clostridium sp. CAG:440,Gut
2168,oral gut Clostridium sp. CAG:575,gut Clostridium sp. CAG:575,Gut
2172,oral gut Odoribacter laneus,gut Odoribacter laneus,Gut
2175,oral gut Rhodospirillum sp. UNK.MGS-17 / Azospirillum sp. 47_25 & CAG:260,gut Rhodospirillum sp. UNK.MGS-17 / Azospirillum sp. 47_25 & CAG:260,Gut
2178,oral gut unclassified Parabacteroides,gut unclassified Parabacteroides,Gut
2226,oral gut Clostridium sp. 2789STDY5834874 & sp. 2789STDY5608885,gut Clostridium sp. 2789STDY5834874 & sp. 2789STDY5608885,Gut
2251,oral oral Streptococcus thermophilus,oral Streptococcus thermophilus,Gut
2257,oral gut Atopobium parvulum,gut Atopobium parvulum,Gut
2275,oral gut Fusobacterium nucleatum subsp. animalis,gut Fusobacterium nucleatum subsp. animalis,Gut
2276,oral gut Gemella sanguinis,gut Gemella sanguinis,Gut
2278,oral gut Lactococcus lactis subsp. lactis,gut Lactococcus lactis subsp. lactis,Gut
2287,oral gut Slackia exigua,gut Slackia exigua,Gut
2289,oral gut Solobacterium moorei,gut Solobacterium moorei,Gut
2290,oral gut Streptococcus infantis,gut Streptococcus infantis,Gut
2291,oral gut Streptococcus mitis,gut Streptococcus mitis,Gut
2299,oral oral Prevotella multisaccharivorax,oral Prevotella multisaccharivorax,Gut
2303,oral gut Alistipes indistinctus,gut Alistipes indistinctus,Gut
2305,oral gut Anaerofilum sp. An201,gut Anaerofilum sp. An201,Gut
2306,oral gut Anaerostipes hadrus 1,gut Anaerostipes hadrus 1,Gut
2310,oral gut Clostridiales bacterium 41_21_two_genomes,gut Clostridiales bacterium 41_21_two_genomes,Gut
2312,oral gut Clostridium sp. CAG:269,gut Clostridium sp. CAG:269,Gut
2313,oral gut Clostridium sp. CAG:352 / Ruminicoccus sp. 2789STDY5834969 & sp. 2789STDY5608859,gut Clostridium sp. CAG:352 / Ruminicoccus sp. 2789STDY5834969 & sp. 2789STDY5608859,Gut
2314,oral gut Clostridium sp. CAG:354_28_25,gut Clostridium sp. CAG:354_28_25,Gut
2319,oral gut Dialister succinatiphilus,gut Dialister succinatiphilus,Gut
2326,oral gut Firmicutes bacterium CAG:110,gut Firmicutes bacterium CAG:110,Gut
2327,oral gut Firmicutes bacterium CAG:240,gut Firmicutes bacterium CAG:240,Gut
2332,oral gut Prevotella sp. CAG:386,gut Prevotella sp. CAG:386,Gut
2336,oral gut Roseburia sp. CAG:45 & sp. 2789STDY5608886,gut Roseburia sp. CAG:45 & sp. 2789STDY5608886,Gut
2367,oral gut Bacteroides eggerthii,gut Bacteroides eggerthii,Gut
2370,oral gut Eubacterium sp. CAG:252,gut Eubacterium sp. CAG:252,Gut
2373,oral gut Firmicutes bacterium CAG:41 / Clostridium sp. 2789STDY5834935 & sp. 2789STDY5608853,gut Firmicutes bacterium CAG:41 / Clostridium sp. 2789STDY5834935 & sp. 2789STDY5608853,Gut
2374,oral gut Firmicutes bacterium CAG:94,gut Firmicutes bacterium CAG:94,Gut
2379,oral gut Romboutsia timonensis,gut Romboutsia timonensis,Gut
2395,oral gut Clostridium sp. 2789STDY5608884,gut Clostridium sp. 2789STDY5608884,Gut
2413,oral gut Acidiphilium sp. CAG:727,gut Acidiphilium sp. CAG:727,Gut
2415,oral gut Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,gut Bacteroidales bacterium H8 & H9 & Prevotella sp. CAG:279,Gut
2419,oral gut Barnesiella sp. An22,gut Barnesiella sp. An22,Gut
2424,oral gut Clostridium sp. CAG:138,gut Clostridium sp. CAG:138,Gut
2426,oral gut Desulfovibrio fairfieldensis,gut Desulfovibrio fairfieldensis,Gut
2436,oral gut Raoultella ornithinolytica,gut Raoultella ornithinolytica,Gut
2437,oral gut Roseburia sp. CAG:182,gut Roseburia sp. CAG:182,Gut
2442,oral gut unclassified Bacteroides,gut unclassified Bacteroides,Gut
2443,oral gut unclassified Butyricimonas,gut unclassified Butyricimonas,Gut
2450,oral gut Blautia producta 2,gut Blautia producta 2,Gut
2454,oral gut Clostridium paraputrificum,gut Clostridium paraputrificum,Gut
2456,oral gut Collinsella tanakaei,gut Collinsella tanakaei,Gut
2458,oral gut Erysipelotrichaceae bacterium 5_2_54FAA / Eubacterium sp. 3_1_31,gut Erysipelotrichaceae bacterium 5_2_54FAA / Eubacterium sp. 3_1_31,Gut
2462,oral gut Klebsiella quasipneumoniae,gut Klebsiella quasipneumoniae,Gut
2469,oral gut Streptococcus lutetiensis,gut Streptococcus lutetiensis,Gut
2483,oral oral Capnocytophaga sp. oral taxon 338,oral Capnocytophaga sp. oral taxon 338,Gut
2559,oral gut Clostridium sp. CAG:230,gut Clostridium sp. CAG:230,Gut
2565,oral oral Campylobacter showae,oral Campylobacter showae,Gut
2570,oral oral Leptotrichia sp. oral taxon 498,oral Leptotrichia sp. oral taxon 498,Gut
2585,oral gut Anaerotignum lactatifermentans,gut Anaerotignum lactatifermentans,Gut
2586,oral gut Bacteroides sp. CAG:709,gut Bacteroides sp. CAG:709,Gut
2587,oral gut Lachnoclostridium sp. An118,gut Lachnoclostridium sp. An118,Gut
2595,oral oral Leptotrichia massiliensis,oral Leptotrichia massiliensis,Gut
2599,oral oral Prevotella sp. F0091,oral Prevotella sp. F0091,Gut
2607,oral gut Anaerotruncus sp. CAG:528,gut Anaerotruncus sp. CAG:528,Gut
2608,oral gut Bifidobacterium longum,gut Bifidobacterium longum,Gut
2610,oral gut Erysipelotrichaceae bacterium 3_1_53,gut Erysipelotrichaceae bacterium 3_1_53,Gut
2612,oral gut Megasphaera micronuciformis,gut Megasphaera micronuciformis,Gut
2614,oral gut Streptococcus infantarius,gut Streptococcus infantarius,Gut
2741,oral oral Selenomonas sp. oral taxon 920,oral Selenomonas sp. oral taxon 920,Gut
2747,oral gut Streptococcus sanguinis,gut Streptococcus sanguinis,Gut
2748,oral oral Candida albicans,oral Candida albicans,Gut
2750,oral oral Enterobacter xiangfangensis,oral Enterobacter xiangfangensis,Gut
2754,oral oral Pseudomonas aeruginosa,oral Pseudomonas aeruginosa,Gut
2763,oral gut Proteus mirabilis,gut Proteus mirabilis,Gut
2765,oral gut Ruminococcus sp. CAG:403,gut Ruminococcus sp. CAG:403,Gut
2769,oral oral Candida dubliniensis,oral Candida dubliniensis,Gut
2770,oral oral Enterobacter cancerogenus,oral Enterobacter cancerogenus,Gut
2772,oral oral Klebsiella pneumoniae,oral Klebsiella pneumoniae,Gut
2773,oral oral Pyramidobacter piscolens,oral Pyramidobacter piscolens,Gut
2774,oral gut Fusobacterium mortiferum,gut Fusobacterium mortiferum,Gut
2809,oral gut Clostridiales bacterium 1_7_47FAA  & VE202-28,gut Clostridiales bacterium 1_7_47FAA  & VE202-28,Gut
2810,oral gut Clostridium saudiense,gut Clostridium saudiense,Gut
2818,oral gut Lachnospiraceae bacterium TF01-11 / Clostridium sp. CAG:122,gut Lachnospiraceae bacterium TF01-11 / Clostridium sp. CAG:122,Gut
2849,oral oral Leptotrichia shahii,oral Leptotrichia shahii,Gut
2896,oral gut Veillonella tobetsuensis,gut Veillonella tobetsuensis,Gut
2940,oral gut Firmicutes bacterium CAG:65 / Clostridium sp. 2789STDY5608883,gut Firmicutes bacterium CAG:65 / Clostridium sp. 2789STDY5608883,Gut
2949,oral gut Veillonella parvula,gut Veillonella parvula,Gut
2950,oral gut unclassified Clostridiales,gut unclassified Clostridiales,Gut
2951,oral gut unclassified Lachnospiraceae,gut unclassified Lachnospiraceae,Gut
3006,oral oral Oribacterium asaccharolyticum,oral Oribacterium asaccharolyticum,Gut
3017,oral gut Anaeroglobus geminatus,gut Anaeroglobus geminatus,Gut
3019,oral gut Bifidobacterium breve,gut Bifidobacterium breve,Gut
3020,oral gut Bifidobacterium scardovii,gut Bifidobacterium scardovii,Gut
3021,oral gut Campylobacter concisus 2,gut Campylobacter concisus 2,Gut
3023,oral gut Clostridium symbiosum,gut Clostridium symbiosum,Gut
3024,oral gut Colibacter massiliensis,gut Colibacter massiliensis,Gut
3027,oral gut Erysipelatoclostridium ramosum,gut Erysipelatoclostridium ramosum,Gut
3030,oral gut Fusobacterium nucleatum subsp. polymorphum,gut Fusobacterium nucleatum subsp. polymorphum,Gut
3031,oral gut Granulicatella adiacens,gut Granulicatella adiacens,Gut
3032,oral gut Lachnoanaerobaculum saburreum,gut Lachnoanaerobaculum saburreum,Gut
3033,oral gut Morganella morganii,gut Morganella morganii,Gut
3034,oral gut Prevotella denticola,gut Prevotella denticola,Gut
3036,oral gut Tyzzerella nexilis,gut Tyzzerella nexilis,Gut
3037,oral gut unclassified Lactobacillus,gut unclassified Lactobacillus,Gut
3080,oral gut Blautia sp. CAG:237,gut Blautia sp. CAG:237,Gut
3137,oral oral Prevotella marshii,oral Prevotella marshii,Gut
3143,oral gut Massiliomicrobiota timonensis,gut Massiliomicrobiota timonensis,Gut
3149,oral gut unclassified Burkholderiales,gut unclassified Burkholderiales,Gut
3150,oral gut unclassified Intestinimonas,gut unclassified Intestinimonas,Gut
3205,oral gut Bacteroides fragilis 2,gut Bacteroides fragilis 2,Gut
3232,oral oral Haemophilus aegyptius,oral Haemophilus aegyptius,Gut
3238,oral gut Atopobium parvulum 2,gut Atopobium parvulum 2,Gut
3245,oral gut Clostridium sp. CAG:433,gut Clostridium sp. CAG:433,Gut
3246,oral gut Duodenibacillus massiliensis,gut Duodenibacillus massiliensis,Gut
3249,oral gut Leuconostoc mesenteroides,gut Leuconostoc mesenteroides,Gut
3251,oral gut Peptoniphilus lacrimalis,gut Peptoniphilus lacrimalis,Gut
3252,oral gut unclassified Porphyromonas,gut unclassified Porphyromonas,Gut
3277,oral gut Catabacter hongkongensis,gut Catabacter hongkongensis,Gut
3278,oral gut Clostridium clostridioforme 2,gut Clostridium clostridioforme 2,Gut
3280,oral gut Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA,gut Coprococcus sp. HPP0074 & HPP0048 / Lachnospiraceae bacterium 9_1_43BFAA & 6_1_37FAA,Gut
3281,oral gut Enterobacter kobei,gut Enterobacter kobei,Gut
3282,oral gut Enterobacter ludwigii,gut Enterobacter ludwigii,Gut
3283,oral gut Faecalicatena fissicatena,gut Faecalicatena fissicatena,Gut
3285,oral gut Megamonas funiformis == rupellensis,gut Megamonas funiformis == rupellensis,Gut
3378,oral gut Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,gut Blautia sp. Marseille-P3087 / Ruminococcus sp. 2789STDY5608882,Gut
3382,oral gut Clostridium sp. 2789STDY5834924,gut Clostridium sp. 2789STDY5834924,Gut
3395,oral gut Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,gut Ruminococcus sp. Marseille-P328 / Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844,Gut
3417,oral oral Prevotella micans,oral Prevotella micans,Gut
3421,oral oral Rothia mucilaginosa 1,oral Rothia mucilaginosa 1,Gut
3480,oral gut Bacteroides finegoldii,gut Bacteroides finegoldii,Gut
3505,oral gut Clostridium sp. CAG:43,gut Clostridium sp. CAG:43,Gut
3506,oral gut Coprococcus comes,gut Coprococcus comes,Gut
3509,oral gut Firmicutes bacterium CAG:24 / Clostridium sp. 2789STDY5834869 & 2789STDY5834922,gut Firmicutes bacterium CAG:24 / Clostridium sp. 2789STDY5834869 & 2789STDY5834922,Gut
3510,oral gut Roseburia hominis,gut Roseburia hominis,Gut
3560,oral gut Clostridium disporicum,gut Clostridium disporicum,Gut
3563,oral gut Dialister sp. CAG:486,gut Dialister sp. CAG:486,Gut
3566,oral gut Firmicutes bacterium CAG:170,gut Firmicutes bacterium CAG:170,Gut
3568,oral gut Mitsuokella jalaludinii,gut Mitsuokella jalaludinii,Gut
3578,oral gut unclassified Prevotella,gut unclassified Prevotella,Gut
3624,oral gut Acidaminococcus intestini,gut Acidaminococcus intestini,Gut
3733,oral gut Gordonibacter urolithinfaciens,gut Gordonibacter urolithinfaciens,Gut
3774,oral oral Cutibacterium acnes,oral Cutibacterium acnes,Gut
3783,oral gut Clostridium sp. CAG:288,gut Clostridium sp. CAG:288,Gut
3790,oral gut Ruminococcaceae bacterium D5,gut Ruminococcaceae bacterium D5,Gut
3792,oral gut Ruminococcus sp. CAG:60 / Blautia sp. 2789STDY5608836,gut Ruminococcus sp. CAG:60 / Blautia sp. 2789STDY5608836,Gut
3906,oral gut Clostridium hylemonae,gut Clostridium hylemonae,Gut
3907,oral gut Clostridium perfringens,gut Clostridium perfringens,Gut
3909,oral gut Clostridium sp. 42_12 & CAG:75,gut Clostridium sp. 42_12 & CAG:75,Gut
3911,oral gut Clostridium sp. CAG:343,gut Clostridium sp. CAG:343,Gut
3912,oral gut Clostridium sp. CAG:465,gut Clostridium sp. CAG:465,Gut
3915,oral gut Coprococcus eutactus 1,gut Coprococcus eutactus 1,Gut
3922,oral gut Firmicutes bacterium CAG:145,gut Firmicutes bacterium CAG:145,Gut
3927,oral gut Firmicutes bacterium CAG:95,gut Firmicutes bacterium CAG:95,Gut
3949,oral oral Peptostreptococcaceae bacterium oral taxon 113,oral Peptostreptococcaceae bacterium oral taxon 113,Gut
3964,oral gut Bacteroides clarus,gut Bacteroides clarus,Gut
3965,oral gut Clostridia bacterium UC5.1-1D10 / Clostridium sp. CAG:505 / Firmicutes bacterium CAG:466,gut Clostridia bacterium UC5.1-1D10 / Clostridium sp. CAG:505 / Firmicutes bacterium CAG:466,Gut
4156,oral gut unclassified Flavonifractor,gut unclassified Flavonifractor,Gut
4276,oral gut Odoribacter splanchnicus,gut Odoribacter splanchnicus,Gut
4279,oral gut Ruminococcus sp. CAG:177,gut Ruminococcus sp. CAG:177,Gut
4301,oral gut Klebsiella oxytoca,gut Klebsiella oxytoca,Gut
4303,oral oral Escherichia coli,oral Escherichia coli,Gut
4306,oral gut Blautia massiliensis,gut Blautia massiliensis,Gut
4375,oral gut Bacteroides ovatus,gut Bacteroides ovatus,Gut
4547,oral oral unclassified Leptotrichia,oral unclassified Leptotrichia,Gut
4552,oral gut Turicibacter sanguinis 1,gut Turicibacter sanguinis 1,Gut
4579,oral gut Anaerostipes hadrus 2,gut Anaerostipes hadrus 2,Gut
4630,oral gut Roseburia inulinivorans,gut Roseburia inulinivorans,Gut
4640,oral gut Butyricicoccus pullicaecorum,gut Butyricicoccus pullicaecorum,Gut
5004,oral gut Blautia wexlerae,gut Blautia wexlerae,Gut
5049,oral gut Clostridium citroniae,gut Clostridium citroniae,Gut
5050,oral gut Clostridium clostridioforme 1,gut Clostridium clostridioforme 1,Gut
5102,oral gut Alistipes finegoldii,gut Alistipes finegoldii,Gut
5163,oral oral unclassified Lactobacillus,oral unclassified Lactobacillus,Gut
5206,oral gut unclassified Coprococcus,gut unclassified Coprococcus,Gut
5237,oral gut Coprococcus eutactus 2,gut Coprococcus eutactus 2,Gut
5247,oral gut unclassified Intestinibacter,gut unclassified Intestinibacter,Gut
5347,oral gut Lactobacillus fermentum,gut Lactobacillus fermentum,Gut
5408,oral gut unclassified,gut unclassified,Gut
5447,oral gut Faecalibacterium prausnitzii 5,gut Faecalibacterium prausnitzii 5,Gut
5667,oral gut Enterococcus gallinarum,gut Enterococcus gallinarum,Gut
5677,oral gut Weissella cibaria,gut Weissella cibaria,Gut
5715,oral gut Bacteroides sp. CAG:144,gut Bacteroides sp. CAG:144,Gut
5773,oral gut Eubacterium eligens,gut Eubacterium eligens,Gut
5842,oral gut Flavonifractor sp. 2789STDY5834931,gut Flavonifractor sp. 2789STDY5834931,Gut
5887,oral gut Bacteroides congonensis,gut Bacteroides congonensis,Gut
5908,oral oral Lactobacillus mucosae,oral Lactobacillus mucosae,Gut
5915,oral gut Klebsiella variicola,gut Klebsiella variicola,Gut
6033,oral gut Firmicutes bacterium CAG:103,gut Firmicutes bacterium CAG:103,Gut
6189,oral oral Lactococcus lactis subsp. cremoris,oral Lactococcus lactis subsp. cremoris,Gut
6190,oral oral Lactococcus lactis subsp. lactis,oral Lactococcus lactis subsp. lactis,Gut
6265,oral gut Clostridium glycyrrhizinilyticum,gut Clostridium glycyrrhizinilyticum,Gut
6383,oral gut Enterococcus faecalis,gut Enterococcus faecalis,Gut
6426,oral oral unclassified Neisseriaceae,oral unclassified Neisseriaceae,Gut
6433,oral gut Clostridium sp. 2789STDY5608831,gut Clostridium sp. 2789STDY5608831,Gut
