,,0
plasma Taurolithocholic Acid,plasma Lithocholic Acid,0.8690034594261731
plasma Taurolithocholic Acid,plasma Isolithocholic Acid,0.702487777709728
plasma Taurolithocholic Acid,plasma Glycolithocholic Acid,0.8933290792245834
plasma Taurolithocholic Acid,plasma Glycodeoxycholic Acid,0.7776990511871833
plasma Taurolithocholic Acid,plasma Taurolithocholic Acid,0.9999999999999998
plasma Taurolithocholic Acid,plasma Taurodeoxycholic Acid,0.7554425597083546
plasma Taurolithocholic Acid,plasma Lithocholic Acid 3-Sulfate,0.8278362833087887
plasma Taurolithocholic Acid,plasma Glycolithocholic Acid-3-Sulfate,0.7059836897554022
plasma Taurolithocholic Acid,plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.6530280077884784
plasma Glycohyocholic Acid,plasma Hyocholic acid,0.7045382722642317
plasma Glycohyocholic Acid,plasma Glycochenodeoxycholic Acid,0.7118088357877189
plasma Glycohyocholic Acid,plasma Glycohyocholic Acid,1.0
plasma Glycohyocholic Acid,plasma Tauroursodeoxycholic Acid,0.6596832453459296
plasma Glycohyocholic Acid,plasma Taurochenodeoxycholic Acid,0.8068908030008337
plasma Glycohyocholic Acid,plasma Taurohyocholic Acid,0.8881355932203392
plasma Glycohyocholic Acid,plasma Taurocholic Acid,0.7451514309530426
plasma Glycohyocholic Acid,plasma Taurochenodeoxycholic Acid-3-Sulfate,0.7559877743817728
plasma Glycohyocholic Acid,"stool 3-alpha,12-alpha, 23-Nordeoxycholic Acid",-0.6933146525828998
plasma Glycohyocholic Acid,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,-0.6896647546176948
plasma Glycohyocholic Acid,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.6838566268407893
plasma Glycohyocholic Acid,stool Deoxycholic Acid,-0.6767807277775634
plasma Glycohyocholic Acid,stool Glycodeoxycholic Acid,-0.695096374951671
plasma Glycohyocholic Acid,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,-0.6846163465004469
plasma Glycohyocholic Acid,urine Glycohyocholic Acid,0.6804667963323147
plasma Glycohyocholic Acid,urine Deoxycholic Acid-3-Sulfate,-0.6438516110505149
plasma Glycohyocholic Acid,urine Taurochenodeoxycholic Acid-3-Sulfate,0.7006390664073355
plasma Glycohyocholic Acid,urine Glycodeoxycholic Acid-3-Sulfate,-0.6735575654660226
plasma Tauroursodeoxycholic Acid,plasma Ursodeoxycholic Acid,0.778105029174771
plasma Tauroursodeoxycholic Acid,plasma Hyocholic acid,0.7831260916964832
plasma Tauroursodeoxycholic Acid,plasma Glycochenodeoxycholic Acid,0.7207557654904142
plasma Tauroursodeoxycholic Acid,plasma Glycoursodeoxycholic Acid,0.8888024451236457
plasma Tauroursodeoxycholic Acid,plasma Glycohyocholic Acid,0.6596832453459296
plasma Tauroursodeoxycholic Acid,plasma Tauroursodeoxycholic Acid,1.0
plasma Tauroursodeoxycholic Acid,plasma Taurochenodeoxycholic Acid,0.6656849124756877
plasma Tauroursodeoxycholic Acid,plasma Taurohyocholic Acid,0.6841900527924425
plasma Tauroursodeoxycholic Acid,plasma Tauroursodeoxycholic Acid-3-Sulfate,0.712432199154316
plasma Tauroursodeoxycholic Acid,stool Murocholic Acid,0.6709272280230426
plasma Taurochenodeoxycholic Acid,Albumin,-0.7046286640772402
plasma Taurochenodeoxycholic Acid,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.6641433002974134
plasma Taurochenodeoxycholic Acid,plasma Hyocholic acid,0.7144903201442268
plasma Taurochenodeoxycholic Acid,plasma Glycochenodeoxycholic Acid,0.6885245901639346
plasma Taurochenodeoxycholic Acid,plasma Glycohyocholic Acid,0.8068908030008337
plasma Taurochenodeoxycholic Acid,plasma Tauroursodeoxycholic Acid,0.6656849124756877
plasma Taurochenodeoxycholic Acid,plasma Taurochenodeoxycholic Acid,1.0
plasma Taurochenodeoxycholic Acid,plasma Taurohyocholic Acid,0.9274798555154212
plasma Taurochenodeoxycholic Acid,plasma Taurocholic Acid,0.948985829397055
plasma Taurochenodeoxycholic Acid,plasma Taurochenodeoxycholic Acid-3-Sulfate,0.7733814948596834
plasma Taurochenodeoxycholic Acid,plasma Glycodeoxycholic Acid-3-Sulfate,-0.6789663795498752
plasma Taurochenodeoxycholic Acid,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,-0.7238145524994494
plasma Taurochenodeoxycholic Acid,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.7362045012503474
plasma Taurochenodeoxycholic Acid,stool Deoxycholic Acid,-0.7351032940872528
plasma Taurochenodeoxycholic Acid,stool Glycodeoxycholic Acid,-0.7465366192358363
plasma Taurochenodeoxycholic Acid,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,-0.7367704470070153
plasma Taurochenodeoxycholic Acid,urine Taurochenodeoxycholic Acid,0.8174795132406661
plasma Taurochenodeoxycholic Acid,urine Taurohyocholic Acid,0.6985273687135317
plasma Taurochenodeoxycholic Acid,urine Taurocholic Acid,0.7081411503195333
plasma Taurochenodeoxycholic Acid,urine Deoxycholic Acid-3-Sulfate,-0.6679449835215234
plasma Taurochenodeoxycholic Acid,urine Taurochenodeoxycholic Acid-3-Sulfate,0.7335370936371216
plasma Taurochenodeoxycholic Acid,urine Glycodeoxycholic Acid-3-Sulfate,-0.8057905778851804
plasma Taurodeoxycholic Acid,plasma 3-Ketocholanic Acid,0.7798833009169215
plasma Taurodeoxycholic Acid,plasma Lithocholic Acid,0.8140594609613784
plasma Taurodeoxycholic Acid,plasma Isolithocholic Acid,0.740774759558139
plasma Taurodeoxycholic Acid,plasma 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.7545867039643412
plasma Taurodeoxycholic Acid,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.7047778026453825
plasma Taurodeoxycholic Acid,plasma Deoxycholic Acid,0.8410669630452906
plasma Taurodeoxycholic Acid,plasma Glycolithocholic Acid,0.7036820965523388
plasma Taurodeoxycholic Acid,plasma Glycodeoxycholic Acid,0.917199222006113
plasma Taurodeoxycholic Acid,plasma Taurolithocholic Acid,0.7554425597083546
plasma Taurodeoxycholic Acid,plasma Taurodeoxycholic Acid,1.0
plasma Taurodeoxycholic Acid,plasma Tauro omega-Muricholic Acid,0.673020283412059
plasma Taurodeoxycholic Acid,plasma Lithocholic Acid 3-Sulfate,0.7150696731681075
plasma Taurodeoxycholic Acid,plasma Glycolithocholic Acid-3-Sulfate,0.6851903306474022
plasma Taurodeoxycholic Acid,plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.7948047256846761
plasma Taurodeoxycholic Acid,urine Deoxycholic Acid,0.7113586076120897
plasma Taurodeoxycholic Acid,urine Glycodeoxycholic Acid,0.8156787585691593
plasma Taurodeoxycholic Acid,urine Taurodeoxycholic Acid,0.724780504006997
plasma Taurodeoxycholic Acid,urine Tauro omega-Muricholic Acid,0.64684634620728
plasma Taurodeoxycholic Acid,urine Glycolithocholic Acid-3-Sulfate,0.6607753294298047
plasma Taurodeoxycholic Acid,urine 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.6912388625318352
plasma Taurohyocholic Acid,Albumin,-0.641139309951805
plasma Taurohyocholic Acid,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.6700988479767442
plasma Taurohyocholic Acid,plasma Hyocholic acid,0.7255543286812044
plasma Taurohyocholic Acid,plasma Glycohyocholic Acid,0.8881355932203392
plasma Taurohyocholic Acid,plasma Tauroursodeoxycholic Acid,0.6841900527924425
plasma Taurohyocholic Acid,plasma Taurochenodeoxycholic Acid,0.9274798555154212
plasma Taurohyocholic Acid,plasma Taurohyocholic Acid,1.0
plasma Taurohyocholic Acid,plasma Taurocholic Acid,0.8792998055015284
plasma Taurohyocholic Acid,plasma Taurochenodeoxycholic Acid-3-Sulfate,0.8200611280911366
plasma Taurohyocholic Acid,"stool 3-alpha,12-alpha, 23-Nordeoxycholic Acid",-0.662084772981522
plasma Taurohyocholic Acid,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,-0.6886088617621159
plasma Taurohyocholic Acid,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.7226451792164492
plasma Taurohyocholic Acid,stool Deoxycholic Acid,-0.7194598425234819
plasma Taurohyocholic Acid,stool Glycodeoxycholic Acid,-0.7868606572997606
plasma Taurohyocholic Acid,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,-0.690229094663647
plasma Taurohyocholic Acid,urine Taurochenodeoxycholic Acid,0.7373905865261949
plasma Taurohyocholic Acid,urine Taurohyocholic Acid,0.7054181717143653
plasma Taurohyocholic Acid,urine Deoxycholic Acid-3-Sulfate,-0.6608864868575831
plasma Taurohyocholic Acid,urine Taurochenodeoxycholic Acid-3-Sulfate,0.778938594053904
plasma Taurohyocholic Acid,urine Glycodeoxycholic Acid-3-Sulfate,-0.7621667431513965
plasma Tauro omega-Muricholic Acid,plasma Taurodeoxycholic Acid,0.673020283412059
plasma Tauro omega-Muricholic Acid,plasma Tauro omega-Muricholic Acid,1.0
plasma Tauro omega-Muricholic Acid,urine Tauro omega-Muricholic Acid,0.7966657404834677
plasma Taurocholic Acid,Albumin,-0.6857798264010021
plasma Taurocholic Acid,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.6465901071372809
plasma Taurocholic Acid,plasma Hyocholic acid,0.6402113482577831
plasma Taurocholic Acid,plasma Glycochenodeoxycholic Acid,0.6627952208946931
plasma Taurocholic Acid,plasma Glycocholic Acid,0.7109752709085858
plasma Taurocholic Acid,plasma Glycohyocholic Acid,0.7451514309530426
plasma Taurocholic Acid,plasma Taurochenodeoxycholic Acid,0.948985829397055
plasma Taurocholic Acid,plasma Taurohyocholic Acid,0.8792998055015284
plasma Taurocholic Acid,plasma Taurocholic Acid,1.0
plasma Taurocholic Acid,plasma Taurochenodeoxycholic Acid-3-Sulfate,0.6956932481244792
plasma Taurocholic Acid,plasma Glycodeoxycholic Acid-3-Sulfate,-0.666018338427341
plasma Taurocholic Acid,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,-0.685941342969074
plasma Taurocholic Acid,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",-0.6965268130036123
plasma Taurocholic Acid,stool Deoxycholic Acid,-0.6905347393656036
plasma Taurocholic Acid,stool Glycodeoxycholic Acid,-0.6692789860051612
plasma Taurocholic Acid,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,-0.7244613012827693
plasma Taurocholic Acid,urine Taurochenodeoxycholic Acid,0.8167569899601054
plasma Taurocholic Acid,urine Taurohyocholic Acid,0.7073075854404002
plasma Taurocholic Acid,urine Taurocholic Acid,0.7949430397332594
plasma Taurocholic Acid,urine Deoxycholic Acid-3-Sulfate,-0.6541058837630894
plasma Taurocholic Acid,urine Taurochenodeoxycholic Acid-3-Sulfate,0.6811336482356212
plasma Taurocholic Acid,urine Glycodeoxycholic Acid-3-Sulfate,-0.755637060882327
plasma Taurolithocholic Acid 3-Sulfate,plasma Taurolithocholic Acid 3-Sulfate,0.9999999999999998
plasma Taurolithocholic Acid 3-Sulfate,plasma Lithocholic Acid 3-Sulfate,0.6677734863430491
plasma Taurolithocholic Acid 3-Sulfate,plasma Glycolithocholic Acid-3-Sulfate,0.7129579461364084
plasma Taurolithocholic Acid 3-Sulfate,urine Taurolithocholic Acid 3-Sulfate,0.676051314092514
plasma Lithocholic Acid 3-Sulfate,plasma 3-Ketocholanic Acid,0.7964823074165067
plasma Lithocholic Acid 3-Sulfate,plasma Lithocholic Acid,0.809625029600634
plasma Lithocholic Acid 3-Sulfate,plasma Isolithocholic Acid,0.6780510000223611
plasma Lithocholic Acid 3-Sulfate,plasma 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.6484837227712066
plasma Lithocholic Acid 3-Sulfate,plasma Deoxycholic Acid,0.7117631532105787
plasma Lithocholic Acid 3-Sulfate,plasma Glycolithocholic Acid,0.8818658102275031
plasma Lithocholic Acid 3-Sulfate,plasma Glycodeoxycholic Acid,0.7747537476956029
plasma Lithocholic Acid 3-Sulfate,plasma Taurolithocholic Acid,0.8278362833087887
plasma Lithocholic Acid 3-Sulfate,plasma Taurodeoxycholic Acid,0.7150696731681074
plasma Lithocholic Acid 3-Sulfate,plasma Taurolithocholic Acid 3-Sulfate,0.6677734863430491
plasma Lithocholic Acid 3-Sulfate,plasma Lithocholic Acid 3-Sulfate,0.9999999999999998
plasma Lithocholic Acid 3-Sulfate,plasma Glycolithocholic Acid-3-Sulfate,0.8615290571692379
plasma Lithocholic Acid 3-Sulfate,plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.6975164659164793
plasma Lithocholic Acid 3-Sulfate,stool Isolithocholic Acid,0.6509676434032416
plasma Lithocholic Acid 3-Sulfate,urine Glycolithocholic Acid-3-Sulfate,0.7055537856166537
plasma Lithocholic Acid 3-Sulfate,gut Roseburia hominis,0.6429252820680532
plasma Deoxycholic Acid-3-Sulfate,plasma Deoxycholic Acid-3-Sulfate,1.0
plasma Chenodeoxycholic Acid-3-Sulfate,plasma Cholic acid|Ursocholic acid,0.6911919977771604
plasma Chenodeoxycholic Acid-3-Sulfate,plasma Hyocholic acid,0.6719856240310634
plasma Chenodeoxycholic Acid-3-Sulfate,plasma Chenodeoxycholic Acid-3-Sulfate,1.0
plasma Chenodeoxycholic Acid-3-Sulfate,plasma Ursodeoxycholic Acid-3-Sulfate,0.6765596841743639
plasma Chenodeoxycholic Acid-3-Sulfate,urine Chenodeoxycholic Acid-3-Sulfate,0.7444845790497362
plasma Ursodeoxycholic Acid-3-Sulfate,plasma Ursodeoxycholic Acid,0.6732527506979509
plasma Ursodeoxycholic Acid-3-Sulfate,plasma Glycoursodeoxycholic Acid,0.6492983250116656
plasma Ursodeoxycholic Acid-3-Sulfate,plasma Chenodeoxycholic Acid-3-Sulfate,0.6765596841743637
plasma Ursodeoxycholic Acid-3-Sulfate,plasma Ursodeoxycholic Acid-3-Sulfate,0.9999999999999998
plasma Ursodeoxycholic Acid-3-Sulfate,plasma Tauroursodeoxycholic Acid-3-Sulfate,0.6475840933126247
plasma Ursodeoxycholic Acid-3-Sulfate,plasma Glycoursodeoxycholic Acid-3-Sulfate,0.7049048282579032
plasma Ursodeoxycholic Acid-3-Sulfate,urine Ursodeoxycholic Acid,0.6440865093161984
plasma Ursodeoxycholic Acid-3-Sulfate,urine Ursodeoxycholic Acid-3-Sulfate,0.6901036624601538
plasma Glycochenodeoxycholic Acid-3-Sulfate,plasma Glycochenodeoxycholic Acid-3-Sulfate,1.0
plasma Glycochenodeoxycholic Acid-3-Sulfate,plasma Taurochenodeoxycholic Acid-3-Sulfate,0.7535426507363158
plasma Taurochenodeoxycholic Acid-3-Sulfate,MELDPLUS,0.6426229508196722
plasma Taurochenodeoxycholic Acid-3-Sulfate,plasma Glycohyocholic Acid,0.7559877743817728
plasma Taurochenodeoxycholic Acid-3-Sulfate,plasma Taurochenodeoxycholic Acid,0.7733814948596834
plasma Taurochenodeoxycholic Acid-3-Sulfate,plasma Taurohyocholic Acid,0.8200611280911366
plasma Taurochenodeoxycholic Acid-3-Sulfate,plasma Taurocholic Acid,0.6956932481244792
plasma Taurochenodeoxycholic Acid-3-Sulfate,plasma Glycochenodeoxycholic Acid-3-Sulfate,0.7535426507363158
plasma Taurochenodeoxycholic Acid-3-Sulfate,plasma Taurochenodeoxycholic Acid-3-Sulfate,1.0
plasma Taurochenodeoxycholic Acid-3-Sulfate,stool Glycodeoxycholic Acid,-0.6507982931640105
plasma Taurochenodeoxycholic Acid-3-Sulfate,urine Taurochenodeoxycholic Acid-3-Sulfate,0.8989719366490694
plasma Glycocholic Acid-3-Sulfate,plasma Glycocholic Acid-3-Sulfate,1.0
plasma Glycolithocholic Acid-3-Sulfate,plasma 3-Ketocholanic Acid,0.7874965268130037
plasma Glycolithocholic Acid-3-Sulfate,plasma Lithocholic Acid,0.7892192275632122
plasma Glycolithocholic Acid-3-Sulfate,plasma Isolithocholic Acid,0.6915678999662096
plasma Glycolithocholic Acid-3-Sulfate,plasma 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.6739438501055567
plasma Glycolithocholic Acid-3-Sulfate,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.6593275703557537
plasma Glycolithocholic Acid-3-Sulfate,plasma Deoxycholic Acid,0.717199222006113
plasma Glycolithocholic Acid-3-Sulfate,plasma Glycolithocholic Acid,0.8425455132047374
plasma Glycolithocholic Acid-3-Sulfate,plasma Glycodeoxycholic Acid,0.791886635176438
plasma Glycolithocholic Acid-3-Sulfate,plasma Taurolithocholic Acid,0.7059836897554022
plasma Glycolithocholic Acid-3-Sulfate,plasma Taurodeoxycholic Acid,0.6851903306474022
plasma Glycolithocholic Acid-3-Sulfate,plasma Taurolithocholic Acid 3-Sulfate,0.7129579461364084
plasma Glycolithocholic Acid-3-Sulfate,plasma Lithocholic Acid 3-Sulfate,0.861529057169238
plasma Glycolithocholic Acid-3-Sulfate,plasma Glycolithocholic Acid-3-Sulfate,1.0
plasma Glycolithocholic Acid-3-Sulfate,plasma Glycodeoxycholic Acid-3-Sulfate,0.7504306751875522
plasma Glycolithocholic Acid-3-Sulfate,plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.728059002059013
plasma Glycolithocholic Acid-3-Sulfate,stool 3-Ketocholanic Acid,0.7053560281000374
plasma Glycolithocholic Acid-3-Sulfate,stool Lithocholic Acid,0.7564533610411378
plasma Glycolithocholic Acid-3-Sulfate,stool Isolithocholic Acid,0.7811614337315922
plasma Glycolithocholic Acid-3-Sulfate,stool Isoallolithocholic Acid,0.6510135187726823
plasma Glycolithocholic Acid-3-Sulfate,stool 3-Dehydrocholic Acid,-0.6658145205367552
plasma Glycolithocholic Acid-3-Sulfate,stool 12-Dehydrocholic Acid|7-Dehydrocholic Acid,-0.6777254477654288
plasma Glycolithocholic Acid-3-Sulfate,stool Cholic acid|Ursocholic acid,-0.6745116565998245
plasma Glycolithocholic Acid-3-Sulfate,stool Allolithocholic Acid,0.683523200889136
plasma Glycolithocholic Acid-3-Sulfate,urine Glycodeoxycholic Acid,0.6554193858075152
plasma Glycolithocholic Acid-3-Sulfate,urine Taurolithocholic Acid 3-Sulfate,0.7833651764611711
plasma Glycolithocholic Acid-3-Sulfate,urine Glycolithocholic Acid-3-Sulfate,0.8707517105035536
plasma Glycolithocholic Acid-3-Sulfate,urine Glycodeoxycholic Acid-3-Sulfate,0.7074563415011923
plasma Glycolithocholic Acid-3-Sulfate,gut Alistipes shahii,0.6528735058003762
plasma Glycolithocholic Acid-3-Sulfate,gut Roseburia hominis,0.6790439583650174
plasma Tauroursodeoxycholic Acid-3-Sulfate,plasma Tauroursodeoxycholic Acid,0.712432199154316
plasma Tauroursodeoxycholic Acid-3-Sulfate,plasma Ursodeoxycholic Acid-3-Sulfate,0.6475840933126247
plasma Tauroursodeoxycholic Acid-3-Sulfate,plasma Tauroursodeoxycholic Acid-3-Sulfate,1.0
plasma Tauroursodeoxycholic Acid-3-Sulfate,urine Ursodeoxycholic Acid,0.6454696441398488
plasma Tauroursodeoxycholic Acid-3-Sulfate,urine Tauroursodeoxycholic Acid-3-Sulfate,0.6435148205912931
plasma Glycoursodeoxycholic Acid-3-Sulfate,plasma Murocholic Acid,0.6537740174848418
plasma Glycoursodeoxycholic Acid-3-Sulfate,plasma Ursodeoxycholic Acid,0.6467352042233955
plasma Glycoursodeoxycholic Acid-3-Sulfate,plasma Glycoursodeoxycholic Acid,0.7384829119199778
plasma Glycoursodeoxycholic Acid-3-Sulfate,plasma Ursodeoxycholic Acid-3-Sulfate,0.7049048282579032
plasma Glycoursodeoxycholic Acid-3-Sulfate,plasma Glycoursodeoxycholic Acid-3-Sulfate,1.0
plasma Glycoursodeoxycholic Acid-3-Sulfate,stool Murocholic Acid,0.696851816101627
plasma Glycoursodeoxycholic Acid-3-Sulfate,urine Ursodeoxycholic Acid-3-Sulfate,0.7742025131439813
plasma Glycoursodeoxycholic Acid-3-Sulfate,urine Tauroursodeoxycholic Acid-3-Sulfate,0.7547972131683437
plasma Glycoursodeoxycholic Acid-3-Sulfate,urine Glycoursodeoxycholic Acid-3-Sulfate,0.8607946651847739
plasma Glycodeoxycholic Acid-3-Sulfate,plasma 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.6632705312124823
plasma Glycodeoxycholic Acid-3-Sulfate,"plasma 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.7178857066285982
plasma Glycodeoxycholic Acid-3-Sulfate,plasma Deoxycholic Acid,0.7260350097249237
plasma Glycodeoxycholic Acid-3-Sulfate,plasma Glycodeoxycholic Acid,0.6915254237288136
plasma Glycodeoxycholic Acid-3-Sulfate,plasma Taurochenodeoxycholic Acid,-0.6789663795498752
plasma Glycodeoxycholic Acid-3-Sulfate,plasma Taurocholic Acid,-0.666018338427341
plasma Glycodeoxycholic Acid-3-Sulfate,plasma Glycolithocholic Acid-3-Sulfate,0.7504306751875522
plasma Glycodeoxycholic Acid-3-Sulfate,plasma Glycodeoxycholic Acid-3-Sulfate,1.0
plasma Glycodeoxycholic Acid-3-Sulfate,plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.6911394009572862
plasma Glycodeoxycholic Acid-3-Sulfate,stool 3-Ketocholanic Acid,0.6757068442841399
plasma Glycodeoxycholic Acid-3-Sulfate,stool Lithocholic Acid,0.6649809666631101
plasma Glycodeoxycholic Acid-3-Sulfate,stool Isolithocholic Acid,0.7062517365934983
plasma Glycodeoxycholic Acid-3-Sulfate,"stool 3,6-Diketocholanic Acid| 3,12-Diketocholanic Acid",0.6725201444845792
plasma Glycodeoxycholic Acid-3-Sulfate,stool 3-alpha-Hydroxy-12 Ketolithocholic Acid,0.798921878516034
plasma Glycodeoxycholic Acid-3-Sulfate,"stool 5-beta-Cholanic Acid-3-beta, 12-alpha-diol",0.7634898582939706
plasma Glycodeoxycholic Acid-3-Sulfate,stool Deoxycholic Acid,0.7506911738870317
plasma Glycodeoxycholic Acid-3-Sulfate,stool Chenodeoxycholic Acid,-0.7138570121403127
plasma Glycodeoxycholic Acid-3-Sulfate,stool Cholic acid|Ursocholic acid,-0.7223596101596556
plasma Glycodeoxycholic Acid-3-Sulfate,stool Glycodeoxycholic Acid,0.6737254684932575
plasma Glycodeoxycholic Acid-3-Sulfate,stool 5-beta-Cholanic Acid 12-alpha-ol-3-one,0.7125411579064678
plasma Glycodeoxycholic Acid-3-Sulfate,urine Glycodeoxycholic Acid,0.7133364165469256
plasma Glycodeoxycholic Acid-3-Sulfate,urine Taurochenodeoxycholic Acid,-0.7278588370941812
plasma Glycodeoxycholic Acid-3-Sulfate,urine Taurocholic Acid,-0.6795220894692972
plasma Glycodeoxycholic Acid-3-Sulfate,urine Deoxycholic Acid-3-Sulfate,0.7346950189025644
plasma Glycodeoxycholic Acid-3-Sulfate,urine Glycolithocholic Acid-3-Sulfate,0.7155203626107581
plasma Glycodeoxycholic Acid-3-Sulfate,urine Glycodeoxycholic Acid-3-Sulfate,0.8741160617134446
plasma 23-Norcholic Acid,plasma 23-Norcholic Acid,1.0
plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,plasma 3-Ketocholanic Acid,0.8646224282219808
plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,plasma Lithocholic Acid,0.8458554297799533
plasma 5-beta-Cholanic Acid 12-alpha-ol-3-one,plasma Isolithocholic Acid,0.7892515471202295
